v1	I(D1)
2.279999999999995e+000	1.154830e-001
2.289999999999995e+000	1.153116e-001
2.299999999999995e+000	1.151401e-001
2.309999999999995e+000	1.149686e-001
2.319999999999995e+000	1.147972e-001
2.329999999999994e+000	1.146257e-001
2.339999999999994e+000	1.144542e-001
2.349999999999994e+000	1.142828e-001
2.359999999999994e+000	1.141113e-001
2.369999999999993e+000	1.139399e-001
2.379999999999993e+000	1.137685e-001
2.389999999999993e+000	1.135970e-001
2.399999999999993e+000	1.134256e-001
2.409999999999993e+000	1.132542e-001
2.419999999999992e+000	1.130828e-001
2.429999999999992e+000	1.129114e-001
2.439999999999992e+000	1.127400e-001
2.449999999999992e+000	1.125686e-001
2.459999999999992e+000	1.123972e-001
2.469999999999991e+000	1.122258e-001
2.479999999999991e+000	1.120544e-001
2.489999999999991e+000	1.118830e-001
2.499999999999991e+000	1.117116e-001
2.509999999999991e+000	1.115403e-001
2.519999999999990e+000	1.113689e-001
2.529999999999990e+000	1.111976e-001
2.539999999999990e+000	1.110262e-001
2.549999999999990e+000	1.108549e-001
2.559999999999989e+000	1.106835e-001
2.569999999999989e+000	1.105122e-001
2.579999999999989e+000	1.103409e-001
2.589999999999989e+000	1.101695e-001
2.599999999999989e+000	1.099982e-001
2.609999999999988e+000	1.098269e-001
2.619999999999988e+000	1.096556e-001
2.629999999999988e+000	1.094843e-001
2.639999999999988e+000	1.093130e-001
2.649999999999988e+000	1.091417e-001
2.659999999999987e+000	1.089704e-001
2.669999999999987e+000	1.087992e-001
2.679999999999987e+000	1.086279e-001
2.689999999999987e+000	1.084566e-001
2.699999999999986e+000	1.082854e-001
2.709999999999986e+000	1.081141e-001
2.719999999999986e+000	1.079428e-001
2.729999999999986e+000	1.077716e-001
2.739999999999986e+000	1.076004e-001
2.749999999999985e+000	1.074291e-001
2.759999999999985e+000	1.072579e-001
2.769999999999985e+000	1.070867e-001
2.779999999999985e+000	1.069155e-001
2.789999999999985e+000	1.067443e-001
2.799999999999984e+000	1.065731e-001
2.809999999999984e+000	1.064019e-001
2.819999999999984e+000	1.062307e-001
2.829999999999984e+000	1.060595e-001
2.839999999999983e+000	1.058883e-001
2.849999999999983e+000	1.057171e-001
2.859999999999983e+000	1.055460e-001
2.869999999999983e+000	1.053748e-001
2.879999999999983e+000	1.052037e-001
2.889999999999982e+000	1.050325e-001
2.899999999999982e+000	1.048614e-001
2.909999999999982e+000	1.046902e-001
2.919999999999982e+000	1.045191e-001
2.929999999999982e+000	1.043480e-001
2.939999999999981e+000	1.041768e-001
2.949999999999981e+000	1.040057e-001
2.959999999999981e+000	1.038346e-001
2.969999999999981e+000	1.036635e-001
2.979999999999980e+000	1.034924e-001
2.989999999999980e+000	1.033213e-001
2.999999999999980e+000	1.031503e-001
3.009999999999980e+000	1.029792e-001
3.019999999999980e+000	1.028081e-001
3.029999999999979e+000	1.026371e-001
3.039999999999979e+000	1.024660e-001
3.049999999999979e+000	1.022950e-001
3.059999999999979e+000	1.021239e-001
3.069999999999979e+000	1.019529e-001
3.079999999999978e+000	1.017818e-001
3.089999999999978e+000	1.016108e-001
3.099999999999978e+000	1.014398e-001
3.109999999999978e+000	1.012688e-001
3.119999999999978e+000	1.010978e-001
3.129999999999977e+000	1.009268e-001
3.139999999999977e+000	1.007558e-001
3.149999999999977e+000	1.005848e-001
3.159999999999977e+000	1.004138e-001
3.169999999999976e+000	1.002429e-001
3.179999999999976e+000	1.000719e-001
3.189999999999976e+000	9.990094e-002
3.199999999999976e+000	9.972998e-002
3.209999999999976e+000	9.955904e-002
3.219999999999975e+000	9.938810e-002
3.229999999999975e+000	9.921717e-002
3.239999999999975e+000	9.904625e-002
3.249999999999975e+000	9.887533e-002
3.259999999999975e+000	9.870442e-002
3.269999999999974e+000	9.853352e-002
3.279999999999974e+000	9.836262e-002
3.289999999999974e+000	9.819173e-002
3.300000000000000e+000	9.802084e-002
