Optical Power Monitor 3.1.3778.562

Power Meter,PM100USB
443.330,2.0226E-05
446.334,2.0195E-05
449.390,2.024E-05
452.333,2.0249E-05
455.332,2.0196E-05
458.310,2.0222E-05
461.310,2.0258E-05
464.998,2.0204E-05
467.993,2.0221E-05
471.393,2.0266E-05
474.675,2.0212E-05
477.678,2.022E-05
480.673,2.027E-05
483.675,2.0237E-05
486.680,2.021E-05
489.663,2.026E-05
492.646,2.0256E-05
495.651,2.0205E-05
498.653,2.0243E-05
501.647,2.0268E-05
504.674,2.0215E-05
507.650,2.0216E-05
510.679,2.0264E-05
513.669,2.0227E-05
516.984,2.02E-05
520.002,2.0248E-05
523.304,2.0223E-05
526.309,2.0185E-05
529.300,2.0234E-05
532.326,2.024E-05
535.333,2.0185E-05
538.331,2.0217E-05
541.328,2.0249E-05
544.335,2.0197E-05
547.330,2.0194E-05
550.313,2.0243E-05
553.335,2.0216E-05
556.310,2.0181E-05
559.332,2.0229E-05
562.324,2.0237E-05
565.331,2.0184E-05
568.310,2.0218E-05
571.379,2.0249E-05
574.315,2.0202E-05
577.304,2.0202E-05
580.329,2.0256E-05
583.331,2.0229E-05
586.305,2.0196E-05
589.305,2.0247E-05
592.305,2.0253E-05
595.284,2.0199E-05
598.313,2.0231E-05
601.305,2.0268E-05
604.311,2.0218E-05
607.312,2.0216E-05
610.310,2.0265E-05
613.309,2.0242E-05
616.314,2.0207E-05
619.307,2.025E-05
622.318,2.026E-05
625.276,2.0207E-05
628.246,2.0234E-05
631.294,2.027E-05
634.369,2.022E-05
637.647,2.0224E-05
640.647,2.0274E-05
643.966,2.0228E-05
646.968,2.021E-05
649.964,2.0263E-05
652.968,2.0245E-05
655.968,2.0206E-05
658.966,2.0248E-05
661.973,2.0264E-05
664.966,2.021E-05
667.968,2.0228E-05
671.395,2.0268E-05
674.615,2.0211E-05
677.647,2.0218E-05
680.650,2.027E-05
683.647,2.0229E-05
686.634,2.0205E-05
689.640,2.0255E-05
692.646,2.0249E-05
695.649,2.0197E-05
698.647,2.0238E-05
701.622,2.0265E-05
704.647,2.0208E-05
707.621,2.0217E-05
710.626,2.0268E-05
713.652,2.0232E-05
716.651,2.0202E-05
719.650,2.0258E-05
722.618,2.0255E-05
725.624,2.0204E-05
728.655,2.0242E-05
731.624,2.0265E-05
734.672,2.0213E-05
738.049,2.0223E-05
741.344,2.0265E-05
744.560,2.0208E-05
748.281,2.0233E-05
751.280,2.0265E-05
754.250,2.0213E-05
757.281,2.021E-05
760.251,2.0256E-05
763.274,2.0232E-05
766.282,2.0196E-05
769.289,2.0248E-05
772.279,2.0252E-05
775.267,2.0199E-05
778.307,2.0227E-05
781.618,2.0261E-05
784.624,2.0205E-05
787.623,2.0215E-05
790.595,2.0261E-05
793.618,2.0222E-05
796.995,2.0202E-05
800.280,2.0259E-05
803.278,2.0233E-05
806.288,2.02E-05
809.277,2.0249E-05
812.282,2.0255E-05
815.287,2.0206E-05
818.253,2.0231E-05
821.284,2.0269E-05
824.621,2.0217E-05
827.619,2.0223E-05
830.631,2.027E-05
834.127,2.0226E-05
837.284,2.0216E-05
840.613,2.0269E-05
843.589,2.0234E-05
846.628,2.0207E-05
849.589,2.0263E-05
852.621,2.0254E-05
855.619,2.0205E-05
858.620,2.0242E-05
861.562,2.0265E-05
864.911,2.0205E-05
867.939,2.0223E-05
870.993,2.026E-05
874.329,2.0207E-05
877.622,2.0211E-05
880.622,2.025E-05
883.947,2.0205E-05
886.946,2.0191E-05
889.913,2.0239E-05
892.942,2.0218E-05
896.287,2.0175E-05
899.281,2.0223E-05
902.262,2.0226E-05
905.258,2.0171E-05
908.221,2.0202E-05
911.281,2.0237E-05
915.296,2.0175E-05
918.594,2.021E-05
921.936,2.0229E-05
924.937,2.0175E-05
927.905,2.0197E-05
931.562,2.0231E-05
934.600,2.018E-05
937.570,2.0192E-05
940.589,2.0244E-05
943.911,2.02E-05
946.907,2.019E-05
949.931,2.024E-05
952.908,2.0222E-05
955.911,2.0183E-05
958.914,2.0222E-05
961.894,2.0242E-05
964.914,2.0191E-05
967.908,2.021E-05
970.912,2.0249E-05
973.908,2.0208E-05
976.915,2.019E-05
979.924,2.0248E-05
982.910,2.0224E-05
985.965,2.0187E-05
988.936,2.0228E-05
991.906,2.0244E-05
994.896,2.0189E-05
997.917,2.0208E-05
1000.911,2.0252E-05
1004.214,2.02E-05
1007.231,2.0195E-05
1010.221,2.0244E-05
1013.228,2.022E-05
1016.257,2.0186E-05
1019.251,2.0234E-05
1022.240,2.0238E-05
1025.249,2.0181E-05
1028.246,2.0215E-05
1031.246,2.0245E-05
1034.248,2.0195E-05
1037.251,2.0191E-05
1040.253,2.0242E-05
1043.199,2.0211E-05
1046.243,2.0179E-05
1049.218,2.0228E-05
1052.244,2.0231E-05
1055.247,2.0179E-05
1058.245,2.0205E-05
1061.195,2.0239E-05
1064.917,2.0183E-05
1067.915,2.02E-05
1070.925,2.0243E-05
1073.932,2.02E-05
1076.917,2.0185E-05
1079.932,2.0236E-05
1082.915,2.0221E-05
1085.915,2.018E-05
1088.921,2.0223E-05
1091.915,2.0242E-05
1094.944,2.018E-05
1097.922,2.0201E-05
1100.919,2.0239E-05
1103.917,2.0195E-05
1106.915,2.0183E-05
1109.912,2.0234E-05
1112.922,2.0218E-05
1115.915,2.0175E-05
1118.925,2.022E-05
1121.884,2.0234E-05
1124.882,2.0183E-05
1127.879,2.0201E-05
1130.915,2.0239E-05
1133.916,2.0195E-05
1136.963,2.0179E-05
1140.189,2.0228E-05
1143.221,2.0202E-05
1146.198,2.0168E-05
1149.219,2.022E-05
1152.219,2.0221E-05
1155.226,2.0167E-05
1158.227,2.0195E-05
1161.166,2.0232E-05
1164.920,2.0169E-05
1167.915,2.019E-05
1170.884,2.0228E-05
1173.946,2.0184E-05
1177.222,2.0178E-05
1180.563,2.0231E-05
1183.907,2.0189E-05
1186.875,2.0176E-05
1189.912,2.0224E-05
1192.920,2.0211E-05
1196.147,2.0168E-05
1199.223,2.0224E-05
1202.223,2.0226E-05
1205.227,2.0174E-05
1208.224,2.0204E-05
1211.168,2.0239E-05
1215.001,2.0178E-05
1218.287,2.0204E-05
1221.569,2.0236E-05
1224.916,2.0184E-05
1227.870,2.0201E-05
1230.921,2.0236E-05
1233.915,2.0195E-05
1236.916,2.0178E-05
1239.916,2.0228E-05
1243.227,2.0204E-05
1246.179,2.0164E-05
1249.204,2.0213E-05
1252.171,2.0215E-05
1255.266,2.0164E-05
1258.573,2.0197E-05
1261.889,2.0224E-05
1264.911,2.0169E-05
1267.910,2.0189E-05
1270.912,2.0228E-05
1273.912,2.0184E-05
1276.914,2.017E-05
1279.921,2.0224E-05
1283.196,2.0197E-05
1286.201,2.0165E-05
1289.202,2.0213E-05
1292.183,2.0217E-05
1295.179,2.0167E-05
1298.163,2.0196E-05
1301.179,2.0232E-05
1304.227,2.0181E-05
1307.208,2.018E-05
1310.202,2.0228E-05
1313.204,2.0195E-05
1316.147,2.0168E-05
1319.189,2.0222E-05
1322.195,2.0217E-05
1325.223,2.0169E-05
1328.160,2.0204E-05
1331.537,2.0233E-05
1334.543,2.0179E-05
1337.511,2.0187E-05
1340.537,2.0233E-05
1343.954,2.0191E-05
1347.202,2.0183E-05
1350.543,2.0236E-05
1353.544,2.0199E-05
1356.538,2.0173E-05
1359.538,2.0226E-05
1362.688,2.0221E-05
1365.922,2.0171E-05
1369.207,2.022E-05
1372.202,2.0224E-05
1375.205,2.017E-05
1378.157,2.0199E-05
1381.203,2.0232E-05
1384.202,2.0184E-05
1387.201,2.0183E-05
1390.210,2.0233E-05
1393.202,2.02E-05
1396.181,2.0168E-05
1399.174,2.0215E-05
1402.173,2.0217E-05
1405.195,2.0162E-05
1408.143,2.0194E-05
1411.114,2.0228E-05
1414.181,2.0179E-05
1417.200,2.0176E-05
1420.196,2.0227E-05
1423.486,2.019E-05
1426.890,2.0169E-05
1429.921,2.022E-05
1433.170,2.02E-05
1436.171,2.0162E-05
1439.145,2.0215E-05
1442.177,2.0213E-05
1445.188,2.0165E-05
1448.143,2.0192E-05
1451.913,2.022E-05
1455.145,2.0163E-05
1458.223,2.0194E-05
1461.118,2.0226E-05
1464.909,2.0167E-05
1468.170,2.0192E-05
1471.170,2.0222E-05
1474.144,2.018E-05
1477.244,2.0178E-05
1480.564,2.0232E-05
1483.990,2.0187E-05
1487.248,2.0183E-05
1490.589,2.0234E-05
1493.829,2.0194E-05
1498.238,2.0183E-05
1501.582,2.0234E-05
1504.893,2.0175E-05
1508.196,2.0199E-05
1511.528,2.0233E-05
1515.550,2.017E-05
1518.830,2.0216E-05
1521.919,2.0232E-05
1525.177,2.0179E-05
1528.172,2.0205E-05
1532.553,2.0221E-05
1535.851,2.0175E-05
1539.163,2.0229E-05
1542.159,2.0233E-05
1545.158,2.0185E-05
1548.168,2.0211E-05
1551.130,2.0248E-05
1554.486,2.019E-05
1557.486,2.0201E-05
1560.522,2.0247E-05
1563.457,2.021E-05
1566.470,2.0191E-05
1569.521,2.0238E-05
1572.855,2.0224E-05
1576.173,2.0184E-05
1579.145,2.0233E-05
1582.150,2.0234E-05
1585.147,2.0184E-05
1588.144,2.0205E-05
1591.503,2.0238E-05
1594.434,2.0178E-05
1598.156,2.0197E-05
1601.174,2.0229E-05
1604.114,2.0179E-05
1607.458,2.0184E-05
1610.453,2.0227E-05
1613.491,2.0187E-05
1616.478,2.0163E-05
1619.489,2.0213E-05
1622.481,2.0206E-05
1625.452,2.0155E-05
1628.462,2.0194E-05
1631.476,2.0217E-05
1634.455,2.0167E-05
1637.481,2.0176E-05
1640.476,2.0223E-05
1643.484,2.0187E-05
1646.875,2.0167E-05
1650.089,2.0224E-05
1653.131,2.0199E-05
1656.149,2.0162E-05
1659.149,2.0213E-05
1662.123,2.0217E-05
1665.140,2.0168E-05
1668.142,2.0201E-05
1671.143,2.0231E-05
1674.142,2.0179E-05
1677.139,2.0184E-05
1680.129,2.0233E-05
1683.142,2.0205E-05
1686.144,2.0174E-05
1689.145,2.0224E-05
1692.141,2.0227E-05
1695.120,2.0176E-05
1698.145,2.0206E-05
1701.101,2.0239E-05
1704.144,2.0187E-05
1707.114,2.0189E-05
1710.145,2.024E-05
1713.147,2.021E-05
1716.144,2.0175E-05
1719.148,2.0231E-05
1722.092,2.0232E-05
1725.751,2.0175E-05
1730.817,2.0238E-05
1734.093,2.019E-05
1737.100,2.0185E-05
1740.134,2.0236E-05
1743.157,2.0206E-05
1746.530,2.0175E-05
1749.750,2.0233E-05
1753.088,2.0201E-05
1756.075,2.0169E-05
1763.659,2.0221E-05
1767.191,2.0183E-05
1770.508,2.0236E-05
1773.813,2.0187E-05
1777.139,2.0184E-05
1781.075,2.0237E-05
1784.513,2.0179E-05
1787.808,2.0194E-05
1791.129,2.0236E-05
1794.116,2.0184E-05
1797.097,2.0181E-05
1800.089,2.0236E-05
1803.102,2.0201E-05
1806.145,2.017E-05
1809.457,2.0226E-05
1812.567,2.0216E-05
1815.816,2.0167E-05
1819.103,2.022E-05
1822.144,2.0222E-05
1825.482,2.0169E-05
1828.838,2.0211E-05
1832.140,2.0218E-05
1835.514,2.0169E-05
1838.794,2.0212E-05
1842.117,2.0223E-05
1845.113,2.0171E-05
1848.088,2.0199E-05
1851.819,2.0227E-05
1855.134,2.0168E-05
1858.423,2.0207E-05
1861.420,2.0231E-05
1864.442,2.0179E-05
1867.478,2.0185E-05
1870.784,2.0234E-05
1873.814,2.0191E-05
1877.141,2.0183E-05
1880.448,2.0232E-05
1883.492,2.0199E-05
1886.792,2.018E-05
1890.137,2.0238E-05
1893.489,2.0202E-05
1896.486,2.0176E-05
1899.790,2.0236E-05
1903.111,2.021E-05
1906.136,2.0179E-05
1909.459,2.0231E-05
1912.449,2.0224E-05
1916.101,2.0179E-05
1919.475,2.0233E-05
1922.820,2.0215E-05
1926.058,2.0178E-05
1929.169,2.0224E-05
1932.498,2.0221E-05
1935.806,2.017E-05
1939.162,2.0221E-05
1942.490,2.0213E-05
1945.787,2.0158E-05
1949.485,2.0217E-05
1952.802,2.0199E-05
1956.174,2.0162E-05
1959.524,2.0213E-05
1968.911,2.0194E-05
1972.159,2.0207E-05
1975.477,2.0153E-05
1978.792,2.0199E-05
1983.145,2.0184E-05
1986.503,2.0154E-05
1990.205,2.0218E-05
1993.490,2.0181E-05
1996.799,2.0162E-05
2000.137,2.0217E-05
2003.497,2.0181E-05
2006.764,2.0165E-05
2010.113,2.0221E-05
2013.493,2.0183E-05
2016.752,2.0165E-05
2020.183,2.0224E-05
2023.465,2.019E-05
2027.142,2.0178E-05
2030.537,2.0226E-05
2033.874,2.0183E-05
2037.125,2.0178E-05
2040.545,2.0234E-05
2043.799,2.0189E-05
2047.150,2.0183E-05
2050.497,2.0229E-05
2053.826,2.0189E-05
2057.168,2.0184E-05
2060.466,2.0238E-05
2063.786,2.0192E-05
2067.158,2.0183E-05
2070.491,2.0238E-05
2073.803,2.0194E-05
2077.116,2.0185E-05
2080.429,2.024E-05
2083.769,2.0195E-05
2087.113,2.0187E-05
2090.435,2.0236E-05
2093.769,2.019E-05
2097.104,2.0183E-05
2100.458,2.0234E-05
2103.774,2.0187E-05
2107.092,2.0178E-05
2110.436,2.0233E-05
2113.731,2.0186E-05
2116.774,2.0174E-05
2120.086,2.0229E-05
2123.433,2.0192E-05
2126.776,2.0169E-05
2130.060,2.0224E-05
2133.432,2.0186E-05
2136.770,2.017E-05
2140.095,2.0223E-05
2143.425,2.0184E-05
2146.715,2.0167E-05
2149.769,2.0218E-05
2153.085,2.0187E-05
2156.478,2.016E-05
2160.094,2.022E-05
2163.394,2.0181E-05
2166.437,2.0158E-05
2169.766,2.0215E-05
2173.082,2.0186E-05
2176.432,2.0159E-05
2179.774,2.0212E-05
2183.088,2.0185E-05
2186.383,2.0157E-05
2189.456,2.0208E-05
2192.769,2.0196E-05
2196.052,2.0151E-05
2199.089,2.0205E-05
2202.495,2.0201E-05
2205.763,2.0152E-05
2209.084,2.0201E-05
2212.406,2.0197E-05
2215.754,2.0153E-05
2219.078,2.0201E-05
2222.426,2.0201E-05
2225.738,2.0153E-05
2229.051,2.0207E-05
2232.084,2.0212E-05
2235.414,2.0158E-05
2238.732,2.0205E-05
2241.738,2.0221E-05
2245.087,2.0167E-05
2248.453,2.0206E-05
2251.743,2.0227E-05
2255.063,2.0169E-05
2258.089,2.0201E-05
2261.392,2.0234E-05
2264.745,2.0173E-05
2268.084,2.0199E-05
2271.456,2.0232E-05
2274.727,2.0175E-05
2278.035,2.0199E-05
2281.084,2.0229E-05
2284.430,2.0173E-05
2287.776,2.0189E-05
2291.091,2.0222E-05
2294.458,2.0163E-05
2297.772,2.0178E-05
2301.081,2.0213E-05
2304.414,2.0157E-05
2307.749,2.0173E-05
2311.107,2.053E-05
2314.440,2.9657E-05
2317.748,3.3879E-05
2321.066,3.0625E-05
2324.401,2.8186E-05
2327.708,2.6393E-05
2331.694,2.4804E-05
2334.668,2.3834E-05
2337.687,2.312E-05
2340.742,2.257E-05
2344.064,2.295E-05
2347.399,3.1894E-05
2350.717,3.8247E-05
2354.060,3.672E-05
2357.059,3.3201E-05
2360.368,3.0306E-05
2363.402,2.8251E-05
2366.716,2.6483E-05
2370.057,2.5175E-05
2373.398,2.4086E-05
2376.714,2.3248E-05
2380.067,2.6925E-05
2383.398,3.4755E-05
2386.709,4.0594E-05
2390.065,3.5956E-05
2393.367,3.2309E-05
2396.404,2.9825E-05
2399.715,2.7758E-05
2403.008,2.6106E-05
2406.043,2.4931E-05
2409.373,2.3964E-05
2412.683,2.3157E-05
2415.710,2.885E-05
2419.062,3.6179E-05
2422.407,3.9881E-05
2425.716,3.5114E-05
2429.030,3.1749E-05
2432.038,2.9413E-05
2435.343,2.7361E-05
2438.381,2.5977E-05
2441.715,2.4757E-05
2445.036,2.3744E-05
2448.373,2.3153E-05
2451.401,3.0691E-05
2454.721,3.7557E-05
2458.040,3.8704E-05
2461.312,3.4353E-05
2464.721,3.1099E-05
2468.039,2.8709E-05
2471.378,2.6883E-05
2474.718,2.5398E-05
2478.009,2.4306E-05
2481.038,2.3541E-05
2484.374,2.5444E-05
2487.777,3.3733E-05
2491.035,3.5137E-05
2494.320,3.1572E-05
2497.999,2.8778E-05
2501.036,2.7061E-05
2504.378,2.551E-05
2507.702,2.4361E-05
2510.972,2.3489E-05
2514.341,2.2743E-05
2517.372,2.5258E-05
2520.676,3.3558E-05
2523.718,3.9168E-05
2527.039,3.6768E-05
2530.311,3.2955E-05
2533.376,3.0312E-05
2536.686,2.8065E-05
2540.033,2.6397E-05
2543.369,2.5035E-05
2546.676,2.3985E-05
2550.036,2.3219E-05
2553.372,2.8672E-05
2556.714,3.6062E-05
2560.055,4E-05
2563.410,3.5214E-05
2566.712,3.1767E-05
2570.059,2.9229E-05
2573.393,2.7227E-05
2576.708,2.5693E-05
2580.032,2.4562E-05
2583.394,2.3603E-05
2586.681,2.3987E-05
2590.015,3.2734E-05
2593.024,3.8548E-05
2596.035,3.8347E-05
2599.375,3.4113E-05
2602.691,3.0954E-05
2606.013,2.8547E-05
2609.377,2.6769E-05
2612.689,2.5345E-05
2615.995,2.421E-05
2619.037,2.3471E-05
2622.435,2.623E-05
2625.689,3.4301E-05
2628.940,4.0316E-05
2632.014,3.6922E-05
2635.363,3.3004E-05
2638.672,3.0164E-05
2642.013,2.7984E-05
2645.318,2.6256E-05
2648.314,2.5095E-05
2651.351,2.4161E-05
2654.671,2.328E-05
2658.012,2.8171E-05
2661.294,3.5703E-05
2664.312,3.4323E-05
2667.346,3.1311E-05
2670.671,2.8818E-05
2674.007,2.6862E-05
2677.351,2.5393E-05
2680.305,2.4391E-05
2683.353,2.3532E-05
2686.663,2.2796E-05
2690.006,2.5143E-05
2693.344,3.3491E-05
2696.692,3.9674E-05
2699.972,3.6487E-05
2702.971,3.3017E-05
2706.023,3.0359E-05
2709.358,2.8155E-05
2712.703,2.6404E-05
2716.013,2.5035E-05
2719.348,2.4036E-05
2722.681,2.3207E-05
2725.994,2.8518E-05
2729.359,3.5957E-05
2732.673,4.0122E-05
2736.014,3.5284E-05
2739.351,3.1873E-05
2742.699,2.9264E-05
2746.035,2.7248E-05
2749.352,2.5761E-05
2752.675,2.4554E-05
2755.989,2.3596E-05
2759.327,2.3907E-05
2762.683,3.2689E-05
2765.993,3.9085E-05
2769.343,3.7529E-05
2772.653,3.3471E-05
2775.646,3.071E-05
2778.642,2.8628E-05
2781.659,2.6965E-05
2784.983,2.5462E-05
2788.007,2.4456E-05
2791.319,2.3571E-05
2794.642,2.5088E-05
2797.660,3.278E-05
2800.982,3.9158E-05
2804.314,3.7373E-05
2807.661,3.338E-05
2810.917,3.0436E-05
2814.664,2.7944E-05
2817.980,2.6283E-05
2821.283,2.4996E-05
2824.321,2.4024E-05
2827.579,2.3223E-05
2830.979,2.8964E-05
2834.300,3.6293E-05
2837.318,3.4046E-05
2840.662,3.0853E-05
2843.978,2.8407E-05
2847.636,2.643E-05
2850.703,2.5213E-05
2853.974,2.4084E-05
2856.982,2.3314E-05
2860.318,2.2691E-05
2863.660,2.7875E-05
2866.987,3.5467E-05
2870.326,4.0076E-05
2873.659,3.5238E-05
2876.980,3.1784E-05
2880.326,2.924E-05
2883.599,2.723E-05
2886.643,2.5829E-05
2889.993,2.4665E-05
2893.318,2.3686E-05
2896.637,2.3123E-05
2899.946,3.1703E-05
2902.972,3.7755E-05
2906.318,3.8485E-05
2909.631,3.4209E-05
2912.975,3.102E-05
2916.321,2.8607E-05
2919.646,2.6818E-05
2922.968,2.5378E-05
2926.299,2.4248E-05
2929.703,2.3429E-05
2933.313,2.7724E-05
2936.649,3.5382E-05
2939.999,4.0844E-05
2943.329,3.5772E-05
2946.672,3.2186E-05
2949.958,2.9556E-05
2952.956,2.7671E-05
2955.954,2.6175E-05
2958.982,2.5042E-05
2962.281,2.4013E-05
2965.595,2.3169E-05
2968.592,2.8761E-05
2971.592,3.5501E-05
2974.660,4.0745E-05
2977.904,3.6054E-05
2980.983,3.2753E-05
2984.291,2.9908E-05
2987.291,2.7971E-05
2990.637,2.6325E-05
2993.954,2.4985E-05
2997.636,2.3886E-05
3001.001,2.3155E-05
3004.329,3.0531E-05
3007.581,3.7465E-05
3010.687,3.941E-05
3014.644,3.4045E-05
3017.959,3.0933E-05
3021.281,2.8598E-05
3024.255,2.6893E-05
3027.339,2.5587E-05
3030.570,2.4476E-05
3033.590,2.3621E-05
3036.563,2.3323E-05
3039.637,3.1404E-05
3042.896,3.812E-05
3045.950,3.8768E-05
3048.957,3.4792E-05
3052.298,3.1474E-05
3055.600,2.8942E-05
3058.953,2.7081E-05
3062.265,2.5597E-05
3065.292,2.4513E-05
3068.607,2.3635E-05
3071.955,2.4435E-05
3075.303,3.3063E-05
3078.287,3.8825E-05
3081.294,3.823E-05
3084.606,3.3951E-05
3087.889,3.087E-05
3091.291,2.8545E-05
3094.591,2.6699E-05
3097.607,2.5442E-05
3100.953,2.4364E-05
3104.295,2.345E-05
3107.575,2.6536E-05
3110.647,3.3843E-05
3113.955,3.9983E-05
3117.293,3.6736E-05
3120.607,3.2958E-05
3123.926,3.0072E-05
3126.928,2.8103E-05
3130.269,2.6444E-05
3133.608,2.5087E-05
3136.918,2.4051E-05
3139.952,2.336E-05
3143.266,2.8566E-05
3146.611,3.6014E-05
3149.929,4.0305E-05
3152.926,3.5867E-05
3156.271,3.2261E-05
3159.623,2.9623E-05
3162.952,2.7562E-05
3166.289,2.5968E-05
3169.625,2.4789E-05
3172.943,2.381E-05
3176.276,2.3279E-05
3179.619,3.1914E-05
3182.997,3.8515E-05
3186.297,3.8104E-05
3189.617,3.3961E-05
3192.944,3.0854E-05
3196.249,2.8499E-05
3199.617,2.6754E-05
3202.949,2.5345E-05
3206.279,2.4238E-05
3209.586,2.3447E-05
3212.919,2.7965E-05
3216.236,3.5579E-05
3219.238,3.4646E-05
3222.553,3.1274E-05
3225.548,2.8969E-05
3228.628,2.7244E-05
3231.947,2.5722E-05
3235.285,2.4499E-05
3238.603,2.3625E-05
3241.940,2.2924E-05
3245.283,2.5871E-05
3248.592,3.4022E-05
3251.944,4.0109E-05
3255.272,3.6243E-05
3258.599,3.259E-05
3261.931,2.9851E-05
3265.282,2.7715E-05
3268.598,2.6145E-05
3271.947,2.49E-05
3275.316,2.388E-05
3278.560,2.3179E-05
3281.539,3.004E-05
3284.647,3.6488E-05
3287.881,3.9933E-05
3290.890,3.5661E-05
3293.945,3.2416E-05
3297.205,2.9717E-05
3300.195,2.7878E-05
3303.199,2.6365E-05
3306.203,2.5166E-05
3309.194,2.4262E-05
3312.189,2.3498E-05
3315.184,2.6674E-05
3318.197,3.3954E-05
3321.193,3.953E-05
3324.195,3.7739E-05
3327.243,3.4029E-05
3330.187,3.1236E-05
3333.193,2.9006E-05
3336.192,2.7271E-05
3339.194,2.5946E-05
3342.252,2.4851E-05
3345.520,2.3856E-05
3348.534,2.3256E-05
3351.534,3.0344E-05
3354.539,3.6726E-05
3357.544,4.0392E-05
3360.607,3.6003E-05
3363.867,3.2371E-05
3366.931,2.9923E-05
3370.278,2.787E-05
3373.555,2.6217E-05
3376.581,2.5066E-05
3379.930,2.4109E-05
3383.238,2.3301E-05
3386.521,3.0454E-05
3389.545,3.6815E-05
3392.554,3.3955E-05
3395.868,3.0765E-05
3398.948,2.8665E-05
3402.328,2.6817E-05
3405.565,2.5364E-05
3408.936,2.4313E-05
3412.250,2.3465E-05
3415.563,2.2771E-05
3418.938,2.8554E-05
3422.255,3.599E-05
3425.563,3.9774E-05
3428.879,3.5151E-05
3431.933,3.2073E-05
3435.217,2.942E-05
3438.558,2.7475E-05
3441.927,2.5946E-05
3445.234,2.4711E-05
3448.218,2.3901E-05
3451.239,2.3258E-05
3454.561,3.0807E-05
3457.931,3.7689E-05
3461.209,3.8834E-05
3464.497,3.4429E-05
3467.555,3.1533E-05
3470.929,2.9095E-05
3474.181,2.7152E-05
3477.238,2.5835E-05
3480.590,2.4704E-05
3483.932,2.3752E-05
3487.214,2.4645E-05
3490.571,3.3218E-05
