v1	V(n001)
5.500000000000003e-001	8.600000e+000
5.600000000000003e-001	8.600000e+000
5.700000000000003e-001	8.600000e+000
5.800000000000003e-001	8.600000e+000
5.900000000000003e-001	8.600000e+000
6.000000000000003e-001	8.600000e+000
6.100000000000003e-001	8.600000e+000
6.200000000000003e-001	8.600000e+000
6.300000000000003e-001	8.600000e+000
6.400000000000004e-001	8.600000e+000
6.500000000000004e-001	8.600000e+000
6.600000000000004e-001	8.600000e+000
6.700000000000004e-001	8.600000e+000
6.800000000000004e-001	8.600000e+000
6.900000000000004e-001	8.600000e+000
7.000000000000004e-001	8.600000e+000
7.100000000000004e-001	8.600000e+000
7.200000000000004e-001	8.600000e+000
7.300000000000004e-001	8.600000e+000
7.400000000000004e-001	8.600000e+000
7.500000000000004e-001	8.600000e+000
7.600000000000005e-001	8.600000e+000
7.700000000000005e-001	8.600000e+000
7.800000000000005e-001	8.600000e+000
7.900000000000005e-001	8.600000e+000
8.000000000000005e-001	8.600000e+000
8.100000000000005e-001	8.600000e+000
8.200000000000005e-001	8.600000e+000
8.300000000000005e-001	8.600000e+000
8.400000000000005e-001	8.600000e+000
8.500000000000005e-001	8.600000e+000
8.600000000000005e-001	8.600000e+000
8.700000000000006e-001	8.600000e+000
8.800000000000006e-001	8.600000e+000
8.900000000000006e-001	8.600000e+000
9.000000000000006e-001	8.600000e+000
9.100000000000006e-001	8.600000e+000
9.200000000000006e-001	8.600000e+000
9.300000000000006e-001	8.600000e+000
9.400000000000006e-001	8.600000e+000
9.500000000000006e-001	8.600000e+000
9.600000000000006e-001	8.600000e+000
9.700000000000006e-001	8.600000e+000
9.800000000000007e-001	8.600000e+000
9.900000000000007e-001	8.600000e+000
1.000000000000001e+000	8.600000e+000
1.010000000000001e+000	8.600000e+000
1.020000000000001e+000	8.600000e+000
1.030000000000001e+000	8.600000e+000
1.040000000000001e+000	8.600000e+000
1.050000000000001e+000	8.600000e+000
1.060000000000001e+000	8.600000e+000
1.070000000000001e+000	8.600000e+000
1.080000000000001e+000	8.600000e+000
1.090000000000001e+000	8.600000e+000
1.100000000000001e+000	8.600000e+000
1.110000000000001e+000	8.600000e+000
1.120000000000001e+000	8.600000e+000
1.130000000000001e+000	8.600000e+000
1.140000000000001e+000	8.600000e+000
1.150000000000001e+000	8.600000e+000
1.160000000000001e+000	8.600000e+000
1.170000000000001e+000	8.600000e+000
1.180000000000001e+000	8.600000e+000
1.190000000000001e+000	8.600000e+000
1.200000000000001e+000	8.600000e+000
1.210000000000001e+000	8.600000e+000
1.220000000000001e+000	8.600000e+000
1.230000000000001e+000	8.600000e+000
1.240000000000001e+000	8.600000e+000
1.250000000000001e+000	8.600000e+000
1.260000000000001e+000	8.600000e+000
1.270000000000001e+000	8.600000e+000
1.280000000000001e+000	8.600000e+000
1.290000000000001e+000	8.600000e+000
1.300000000000001e+000	8.600000e+000
1.310000000000001e+000	8.600000e+000
1.320000000000001e+000	8.600000e+000
1.330000000000001e+000	8.600000e+000
1.340000000000001e+000	8.600000e+000
1.350000000000001e+000	8.600000e+000
1.360000000000001e+000	8.600000e+000
1.370000000000001e+000	8.600000e+000
1.380000000000001e+000	8.600000e+000
1.390000000000001e+000	8.600000e+000
1.400000000000001e+000	8.600000e+000
1.410000000000001e+000	8.600000e+000
1.420000000000001e+000	8.600000e+000
1.430000000000001e+000	8.600000e+000
1.440000000000001e+000	8.600000e+000
1.450000000000001e+000	8.600000e+000
1.460000000000001e+000	8.600000e+000
1.470000000000001e+000	8.600000e+000
1.480000000000001e+000	8.600000e+000
1.490000000000001e+000	8.600000e+000
1.500000000000001e+000	8.600000e+000
1.510000000000001e+000	8.600000e+000
1.520000000000001e+000	8.600000e+000
1.530000000000001e+000	8.600000e+000
1.540000000000001e+000	8.600000e+000
1.550000000000001e+000	8.600000e+000
1.560000000000001e+000	8.600000e+000
1.570000000000001e+000	8.600000e+000
1.580000000000001e+000	8.600000e+000
1.590000000000001e+000	8.600000e+000
1.600000000000001e+000	8.600000e+000
1.610000000000001e+000	8.600000e+000
1.620000000000001e+000	8.600000e+000
1.630000000000001e+000	8.600000e+000
1.640000000000001e+000	8.600000e+000
1.650000000000001e+000	8.600000e+000
1.660000000000001e+000	8.600000e+000
1.670000000000001e+000	8.600000e+000
1.680000000000001e+000	8.600000e+000
1.690000000000001e+000	8.600000e+000
1.700000000000001e+000	8.600000e+000
1.710000000000001e+000	8.600000e+000
1.720000000000001e+000	8.600000e+000
1.730000000000001e+000	8.600000e+000
1.740000000000001e+000	8.600000e+000
1.750000000000001e+000	8.600000e+000
1.760000000000001e+000	8.600000e+000
1.770000000000001e+000	8.600000e+000
1.780000000000001e+000	8.600000e+000
1.790000000000001e+000	8.600000e+000
1.800000000000001e+000	8.600000e+000
1.810000000000001e+000	8.600000e+000
1.820000000000001e+000	8.600000e+000
1.830000000000001e+000	8.600000e+000
1.840000000000001e+000	8.600000e+000
1.850000000000001e+000	8.600000e+000
1.860000000000001e+000	8.600000e+000
1.870000000000001e+000	8.600000e+000
1.880000000000001e+000	8.600000e+000
1.890000000000002e+000	8.600000e+000
1.900000000000002e+000	8.600000e+000
1.910000000000002e+000	8.600000e+000
1.920000000000002e+000	8.600000e+000
1.930000000000002e+000	8.600000e+000
1.940000000000002e+000	8.600000e+000
1.950000000000002e+000	8.600000e+000
1.960000000000002e+000	8.600000e+000
1.970000000000002e+000	8.600000e+000
1.980000000000002e+000	8.600000e+000
1.990000000000002e+000	8.600000e+000
2.000000000000001e+000	8.600000e+000
2.010000000000001e+000	8.600000e+000
2.020000000000001e+000	8.600000e+000
2.030000000000001e+000	8.600000e+000
2.040000000000001e+000	8.600000e+000
2.050000000000000e+000	8.600000e+000
2.060000000000000e+000	8.600000e+000
2.070000000000000e+000	8.600000e+000
2.080000000000000e+000	8.600000e+000
2.089999999999999e+000	8.600000e+000
2.099999999999999e+000	8.600000e+000
2.109999999999999e+000	8.600000e+000
2.119999999999999e+000	8.600000e+000
2.129999999999999e+000	8.600000e+000
2.139999999999998e+000	8.600000e+000
2.149999999999998e+000	8.600000e+000
2.159999999999998e+000	8.600000e+000
2.169999999999998e+000	8.600000e+000
2.179999999999998e+000	8.600000e+000
2.189999999999997e+000	8.600000e+000
2.199999999999997e+000	8.600000e+000
2.209999999999997e+000	8.600000e+000
2.219999999999997e+000	8.600000e+000
2.229999999999996e+000	8.600000e+000
2.239999999999996e+000	8.600000e+000
2.249999999999996e+000	8.600000e+000
2.259999999999996e+000	8.600000e+000
2.269999999999996e+000	8.600000e+000
2.279999999999995e+000	8.600000e+000
2.289999999999995e+000	8.600000e+000
2.299999999999995e+000	8.600000e+000
2.309999999999995e+000	8.600000e+000
2.319999999999995e+000	8.600000e+000
2.329999999999994e+000	8.600000e+000
2.339999999999994e+000	8.600000e+000
2.349999999999994e+000	8.600000e+000
2.359999999999994e+000	8.600000e+000
2.369999999999993e+000	8.600000e+000
2.379999999999993e+000	8.600000e+000
2.389999999999993e+000	8.600000e+000
2.399999999999993e+000	8.600000e+000
2.409999999999993e+000	8.600000e+000
2.419999999999992e+000	8.600000e+000
2.429999999999992e+000	8.600000e+000
2.439999999999992e+000	8.600000e+000
2.449999999999992e+000	8.600000e+000
2.459999999999992e+000	8.600000e+000
2.469999999999991e+000	8.600000e+000
2.479999999999991e+000	8.600000e+000
2.489999999999991e+000	8.600000e+000
2.499999999999991e+000	8.600000e+000
2.509999999999991e+000	8.600000e+000
2.519999999999990e+000	8.600000e+000
2.529999999999990e+000	8.600000e+000
2.539999999999990e+000	8.600000e+000
2.549999999999990e+000	8.600000e+000
2.559999999999989e+000	8.600000e+000
2.569999999999989e+000	8.600000e+000
2.579999999999989e+000	8.600000e+000
2.589999999999989e+000	8.600000e+000
2.599999999999989e+000	8.600000e+000
2.609999999999988e+000	8.600000e+000
2.619999999999988e+000	8.600000e+000
2.629999999999988e+000	8.600000e+000
2.639999999999988e+000	8.600000e+000
2.649999999999988e+000	8.600000e+000
2.659999999999987e+000	8.600000e+000
2.669999999999987e+000	8.600000e+000
2.679999999999987e+000	8.600000e+000
2.689999999999987e+000	8.600000e+000
2.699999999999986e+000	8.600000e+000
2.709999999999986e+000	8.600000e+000
2.719999999999986e+000	8.600000e+000
2.729999999999986e+000	8.600000e+000
2.739999999999986e+000	8.600000e+000
2.749999999999985e+000	8.600000e+000
2.759999999999985e+000	8.600000e+000
2.769999999999985e+000	8.600000e+000
2.779999999999985e+000	8.600000e+000
2.789999999999985e+000	8.600000e+000
2.799999999999984e+000	8.600000e+000
2.809999999999984e+000	8.600000e+000
2.819999999999984e+000	8.600000e+000
2.829999999999984e+000	8.600000e+000
2.839999999999983e+000	8.600000e+000
2.849999999999983e+000	8.600000e+000
2.859999999999983e+000	8.600000e+000
2.869999999999983e+000	8.600000e+000
2.879999999999983e+000	8.600000e+000
2.889999999999982e+000	8.600000e+000
2.899999999999982e+000	8.600000e+000
2.909999999999982e+000	8.600000e+000
2.919999999999982e+000	8.600000e+000
2.929999999999982e+000	8.600000e+000
2.939999999999981e+000	8.600000e+000
2.949999999999981e+000	8.600000e+000
2.959999999999981e+000	8.600000e+000
2.969999999999981e+000	8.600000e+000
2.979999999999980e+000	8.600000e+000
2.989999999999980e+000	8.600000e+000
2.999999999999980e+000	8.600000e+000
3.009999999999980e+000	8.600000e+000
3.019999999999980e+000	8.600000e+000
3.029999999999979e+000	8.600000e+000
3.039999999999979e+000	8.600000e+000
3.049999999999979e+000	8.600000e+000
3.059999999999979e+000	8.600000e+000
3.069999999999979e+000	8.600000e+000
3.079999999999978e+000	8.600000e+000
3.089999999999978e+000	8.600000e+000
3.099999999999978e+000	8.600000e+000
3.109999999999978e+000	8.600000e+000
3.119999999999978e+000	8.600000e+000
3.129999999999977e+000	8.600000e+000
3.139999999999977e+000	8.600000e+000
3.149999999999977e+000	8.600000e+000
3.159999999999977e+000	8.600000e+000
3.169999999999976e+000	8.600000e+000
3.179999999999976e+000	8.600000e+000
3.189999999999976e+000	8.600000e+000
3.199999999999976e+000	8.600000e+000
3.209999999999976e+000	8.600000e+000
3.219999999999975e+000	8.600000e+000
3.229999999999975e+000	8.600000e+000
3.239999999999975e+000	8.600000e+000
3.249999999999975e+000	8.600000e+000
3.259999999999975e+000	8.600000e+000
3.269999999999974e+000	8.600000e+000
3.279999999999974e+000	8.600000e+000
3.289999999999974e+000	8.600000e+000
3.300000000000000e+000	8.600000e+000
