v1	V(n004)
3.049999999999979e+000	2.448011e+000
3.059999999999979e+000	2.448184e+000
3.069999999999979e+000	2.448357e+000
3.079999999999978e+000	2.448530e+000
3.089999999999978e+000	2.448704e+000
3.099999999999978e+000	2.448877e+000
3.109999999999978e+000	2.449051e+000
3.119999999999978e+000	2.449224e+000
3.129999999999977e+000	2.449398e+000
3.139999999999977e+000	2.449572e+000
3.149999999999977e+000	2.449746e+000
3.159999999999977e+000	2.449920e+000
3.169999999999976e+000	2.450095e+000
3.179999999999976e+000	2.450269e+000
3.189999999999976e+000	2.450444e+000
3.199999999999976e+000	2.450619e+000
3.209999999999976e+000	2.450794e+000
3.219999999999975e+000	2.450968e+000
3.229999999999975e+000	2.451144e+000
3.239999999999975e+000	2.451319e+000
3.249999999999975e+000	2.451494e+000
3.259999999999975e+000	2.451669e+000
3.269999999999974e+000	2.451845e+000
3.279999999999974e+000	2.452021e+000
3.289999999999974e+000	2.452197e+000
3.300000000000000e+000	2.452373e+000
