v1	I(D1)
2.689999999999987e+000	1.429331e+000
2.699999999999986e+000	1.429329e+000
2.709999999999986e+000	1.429327e+000
2.719999999999986e+000	1.429325e+000
2.729999999999986e+000	1.429324e+000
2.739999999999986e+000	1.429322e+000
2.749999999999985e+000	1.429320e+000
2.759999999999985e+000	1.429318e+000
2.769999999999985e+000	1.429315e+000
2.779999999999985e+000	1.429313e+000
2.789999999999985e+000	1.429311e+000
2.799999999999984e+000	1.429309e+000
2.809999999999984e+000	1.429306e+000
2.819999999999984e+000	1.429304e+000
2.829999999999984e+000	1.429301e+000
2.839999999999983e+000	1.429299e+000
2.849999999999983e+000	1.429296e+000
2.859999999999983e+000	1.429294e+000
2.869999999999983e+000	1.429291e+000
2.879999999999983e+000	1.429288e+000
2.889999999999982e+000	1.429285e+000
2.899999999999982e+000	1.429282e+000
2.909999999999982e+000	1.429279e+000
2.919999999999982e+000	1.429276e+000
2.929999999999982e+000	1.429273e+000
2.939999999999981e+000	1.429270e+000
2.949999999999981e+000	1.429266e+000
2.959999999999981e+000	1.429263e+000
2.969999999999981e+000	1.429260e+000
2.979999999999980e+000	1.429256e+000
2.989999999999980e+000	1.429253e+000
2.999999999999980e+000	1.429249e+000
3.009999999999980e+000	1.429245e+000
3.019999999999980e+000	1.429242e+000
3.029999999999979e+000	1.429238e+000
3.039999999999979e+000	1.429234e+000
3.049999999999979e+000	1.429230e+000
3.059999999999979e+000	1.429226e+000
3.069999999999979e+000	1.429222e+000
3.079999999999978e+000	1.429218e+000
3.089999999999978e+000	1.429214e+000
3.099999999999978e+000	1.429209e+000
3.109999999999978e+000	1.429205e+000
3.119999999999978e+000	1.429201e+000
3.129999999999977e+000	1.429196e+000
3.139999999999977e+000	1.429192e+000
3.149999999999977e+000	1.429187e+000
3.159999999999977e+000	1.429183e+000
3.169999999999976e+000	1.429178e+000
3.179999999999976e+000	1.429173e+000
3.189999999999976e+000	1.429169e+000
3.199999999999976e+000	1.429164e+000
3.209999999999976e+000	1.429159e+000
3.219999999999975e+000	1.429154e+000
3.229999999999975e+000	1.429149e+000
3.239999999999975e+000	1.429144e+000
3.249999999999975e+000	1.429138e+000
3.259999999999975e+000	1.429133e+000
3.269999999999974e+000	1.429128e+000
3.279999999999974e+000	1.429122e+000
3.289999999999974e+000	1.429117e+000
3.300000000000000e+000	1.429111e+000
