Optical Power Monitor 3.1.3778.562

Power Meter,PM100USB
414.913,2.1824E-05
417.909,2.5284E-05
420.911,3.2798E-05
423.914,3.8529E-05
426.913,4.3079E-05
429.913,4.3472E-05
432.913,3.8425E-05
435.959,3.4633E-05
439.231,3.1391E-05
442.198,2.9212E-05
445.197,2.7467E-05
448.198,2.602E-05
451.196,2.491E-05
454.181,2.4036E-05
457.200,2.3271E-05
460.520,2.2619E-05
463.540,2.2193E-05
466.540,2.1794E-05
469.539,2.6052E-05
472.537,3.3366E-05
475.543,3.898E-05
478.519,4.3441E-05
481.518,4.3032E-05
484.497,3.8104E-05
487.522,3.4357E-05
490.564,3.1505E-05
493.921,2.9092E-05
497.207,2.7169E-05
500.182,2.5814E-05
503.203,2.4778E-05
506.202,2.3897E-05
509.195,2.3163E-05
512.199,2.2632E-05
515.197,2.2185E-05
518.156,2.1772E-05
521.915,2.8593E-05
524.913,3.5282E-05
527.913,4.0491E-05
530.912,4.4655E-05
533.914,4.138E-05
537.206,3.6412E-05
540.179,3.3091E-05
543.201,3.0563E-05
546.172,2.8529E-05
549.177,2.689E-05
552.142,2.5639E-05
555.181,2.462E-05
558.176,2.3742E-05
561.178,2.3088E-05
564.200,2.2575E-05
567.181,2.2093E-05
570.212,2.1732E-05
573.179,2.8476E-05
576.214,3.5192E-05
579.190,4.0423E-05
582.184,4.4596E-05
585.142,4.1431E-05
588.524,3.643E-05
591.524,3.3136E-05
594.518,3.059E-05
597.516,2.8521E-05
600.544,2.6906E-05
603.516,2.5661E-05
606.516,2.4607E-05
609.518,2.3741E-05
612.495,2.3111E-05
615.517,2.2569E-05
618.543,2.2082E-05
621.916,2.1798E-05
624.830,2.9147E-05
627.917,3.5708E-05
630.915,4.0832E-05
633.946,4.4931E-05
637.217,4.0397E-05
640.516,3.5724E-05
643.919,3.2315E-05
646.917,2.9902E-05
649.918,2.7998E-05
652.835,2.6535E-05
655.915,2.5332E-05
659.190,2.4231E-05
662.490,2.3439E-05
665.516,2.2838E-05
668.502,2.2308E-05
671.522,2.1941E-05
674.489,2.4437E-05
677.516,3.219E-05
680.494,3.806E-05
683.520,4.2706E-05
686.490,4.4226E-05
689.518,3.892E-05
692.495,3.507E-05
695.493,3.2082E-05
698.466,2.9705E-05
701.448,2.7884E-05
704.485,2.644E-05
707.500,2.5223E-05
710.487,2.4275E-05
713.485,2.3556E-05
716.492,2.2915E-05
719.490,2.2384E-05
722.485,2.2026E-05
725.517,2.3163E-05
728.486,3.1275E-05
731.485,3.7352E-05
734.485,4.2142E-05
737.488,4.5118E-05
740.490,3.957E-05
743.554,3.5563E-05
746.828,3.2144E-05
749.825,2.9771E-05
752.825,2.7958E-05
755.824,2.6481E-05
758.806,2.5257E-05
761.823,2.4336E-05
764.831,2.3588E-05
767.825,2.292E-05
770.824,2.2425E-05
773.824,2.2061E-05
777.143,2.4036E-05
780.151,3.1899E-05
783.488,3.8415E-05
786.487,4.2993E-05
789.491,4.3828E-05
792.826,3.8239E-05
795.823,3.4518E-05
798.887,3.1624E-05
802.169,2.9206E-05
805.461,2.7322E-05
808.824,2.5803E-05
811.823,2.4779E-05
814.840,2.3952E-05
817.808,2.3227E-05
820.851,2.2677E-05
824.154,2.2223E-05
827.153,2.1843E-05
830.153,2.8529E-05
833.156,3.5242E-05
836.164,4.0464E-05
839.126,4.4636E-05
842.159,4.1539E-05
845.158,3.7029E-05
848.137,3.3562E-05
851.155,3.093E-05
854.129,2.8884E-05
857.129,2.72E-05
860.132,2.5871E-05
863.127,2.4853E-05
866.148,2.3985E-05
869.205,2.3265E-05
872.098,2.2749E-05
875.115,2.2308E-05
878.145,2.1902E-05
881.112,2.7513E-05
884.123,3.4465E-05
887.176,3.9859E-05
890.118,4.4147E-05
893.144,4.2283E-05
896.144,3.7561E-05
899.118,3.3986E-05
902.131,3.1284E-05
905.120,2.9151E-05
908.125,2.7409E-05
911.120,2.6063E-05
914.119,2.5012E-05
917.130,2.4095E-05
920.172,2.3373E-05
923.114,2.2846E-05
926.108,2.2364E-05
929.151,2.195E-05
932.133,2.6434E-05
935.116,3.3662E-05
938.124,3.9219E-05
941.124,4.3639E-05
944.100,4.3025E-05
947.121,3.8077E-05
950.102,3.4394E-05
953.122,3.1609E-05
956.433,2.9158E-05
959.458,2.7421E-05
962.453,2.6096E-05
965.449,2.5002E-05
968.459,2.4078E-05
971.771,2.3324E-05
974.795,2.2787E-05
977.767,2.2286E-05
980.800,2.1923E-05
983.775,2.7179E-05
986.818,3.422E-05
989.804,3.966E-05
992.798,4.3995E-05
995.801,4.2495E-05
998.804,3.7684E-05
1001.792,3.413E-05
1004.833,3.1389E-05
1008.182,2.8962E-05
1011.123,2.73E-05
1014.101,2.5998E-05
1017.119,2.4891E-05
1020.110,2.401E-05
1023.094,2.3357E-05
1026.125,2.2775E-05
1029.122,2.2283E-05
1032.124,2.195E-05
1035.101,2.7004E-05
1038.464,3.4774E-05
1041.451,4.0093E-05
1044.793,4.476E-05
1048.119,4.0805E-05
1051.127,3.6473E-05
1054.099,3.3215E-05
1057.101,3.0616E-05
1060.101,2.859E-05
1063.097,2.7028E-05
1066.102,2.5733E-05
1069.136,2.4671E-05
1072.073,2.3876E-05
1075.913,2.3075E-05
1079.100,2.2469E-05
1082.102,2.2095E-05
1085.098,2.2786E-05
1088.105,3.1023E-05
1091.111,3.7161E-05
1094.112,4.1994E-05
1097.070,4.5466E-05
1100.081,3.9811E-05
1103.110,3.5753E-05
1106.098,3.2613E-05
1109.067,3.0137E-05
1112.095,2.825E-05
1115.126,2.6732E-05
1118.069,2.5467E-05
1121.097,2.4491E-05
1124.111,2.3733E-05
1127.103,2.3054E-05
1130.096,2.2522E-05
1133.147,2.2144E-05
1136.434,2.2555E-05
1139.413,3.0864E-05
1142.438,3.7038E-05
1145.438,4.1898E-05
1148.416,4.5633E-05
1151.427,3.9947E-05
1154.775,3.5454E-05
1157.775,3.2353E-05
1160.781,2.9967E-05
1163.751,2.8122E-05
1166.753,2.6591E-05
1169.775,2.5368E-05
1172.758,2.4444E-05
1175.779,2.3658E-05
1178.777,2.2989E-05
1181.749,2.2507E-05
1184.802,2.2117E-05
1188.080,2.3428E-05
1191.097,3.1469E-05
1194.095,3.7508E-05
1197.098,4.2267E-05
1200.096,4.4992E-05
1203.098,3.9547E-05
1206.101,3.5515E-05
1209.076,3.2402E-05
1212.070,3.0031E-05
1215.075,2.816E-05
1218.101,2.6612E-05
1221.735,2.5191E-05
1224.754,2.4294E-05
1227.753,2.3506E-05
1230.752,2.2909E-05
1233.753,2.2463E-05
1236.784,2.2037E-05
1239.745,2.4254E-05
1242.747,3.206E-05
1245.756,3.797E-05
1248.747,4.2637E-05
1251.745,4.4463E-05
1254.753,3.9168E-05
1257.784,3.5199E-05
1260.758,3.2195E-05
1263.733,2.9883E-05
1266.765,2.8005E-05
1269.750,2.6503E-05
1272.747,2.5363E-05
1275.747,2.4407E-05
1278.746,2.3596E-05
1281.744,2.3003E-05
1284.778,2.2522E-05
1288.096,2.2021E-05
1291.066,2.4076E-05
1294.068,3.1931E-05
1297.066,3.7869E-05
1300.073,4.2561E-05
1303.078,4.4587E-05
1306.064,3.9219E-05
1309.062,3.5239E-05
1312.069,3.2249E-05
1315.078,2.9903E-05
1318.060,2.7997E-05
1321.418,2.6382E-05
1324.393,2.5252E-05
1327.412,2.4281E-05
1330.365,2.3521E-05
1334.072,2.2841E-05
1337.072,2.2335E-05
1340.077,2.1939E-05
1343.070,2.5855E-05
1346.069,3.3232E-05
1349.067,3.8883E-05
1352.073,4.3372E-05
1355.072,4.3364E-05
1358.067,3.8311E-05
1361.070,3.4585E-05
1364.079,3.1751E-05
1367.072,2.9467E-05
1370.071,2.7676E-05
1373.070,2.6299E-05
1376.384,2.5034E-05
1379.384,2.4111E-05
1382.383,2.3431E-05
1385.387,2.2849E-05
1388.392,2.233E-05
1391.386,2.1974E-05
1394.358,2.5708E-05
1397.723,3.3831E-05
1400.725,3.9354E-05
1403.723,4.3748E-05
1406.723,4.2784E-05
1409.729,3.79E-05
1412.726,3.4305E-05
1415.722,3.15E-05
1418.728,2.926E-05
1421.729,2.7545E-05
1424.725,2.6184E-05
1427.725,2.5023E-05
1430.743,2.4126E-05
1433.723,2.3442E-05
1436.762,2.2825E-05
1439.725,2.2324E-05
1442.721,2.1984E-05
1445.699,2.5505E-05
1448.725,3.2974E-05
1451.693,3.8685E-05
1454.723,4.3212E-05
1457.727,4.3567E-05
1460.739,3.849E-05
1463.723,3.4753E-05
1466.722,3.1821E-05
1469.730,2.9521E-05
1472.697,2.7763E-05
1475.723,2.6331E-05
1478.731,2.5145E-05
1481.723,2.4247E-05
1484.694,2.3523E-05
1487.725,2.2882E-05
1490.720,2.2394E-05
1493.723,2.2042E-05
1496.725,2.427E-05
1499.725,3.2076E-05
1502.723,3.798E-05
1505.696,4.265E-05
1508.702,4.4439E-05
1511.723,3.9145E-05
1514.722,3.5244E-05
1517.740,3.2188E-05
1520.680,2.9843E-05
1524.373,2.7666E-05
1527.367,2.6226E-05
1530.359,2.5092E-05
1533.388,2.4225E-05
1536.356,2.3478E-05
1539.332,2.2855E-05
1542.353,2.2416E-05
1545.381,2.2035E-05
1548.365,2.5082E-05
1551.346,3.2669E-05
1555.041,3.9554E-05
1558.042,4.3912E-05
1561.013,4.2625E-05
1564.020,3.7853E-05
1567.040,3.421E-05
1570.024,3.1412E-05
1573.018,2.9273E-05
1576.021,2.7539E-05
1579.018,2.6126E-05
1582.020,2.5056E-05
1585.024,2.4182E-05
1588.023,2.3423E-05
1591.019,2.2861E-05
1594.015,2.2426E-05
1597.046,2.2013E-05
1600.000,2.5883E-05
1603.018,3.326E-05
1606.018,3.8908E-05
1609.045,4.3397E-05
1612.021,4.3446E-05
1615.019,3.8448E-05
1618.006,3.4665E-05
1621.018,3.1795E-05
1624.022,2.9578E-05
1627.018,2.777E-05
1630.021,2.6335E-05
1633.020,2.5236E-05
1636.024,2.4313E-05
1639.020,2.3537E-05
1642.016,2.2971E-05
1645.018,2.2497E-05
1648.021,2.2063E-05
1651.019,2.4703E-05
1654.018,3.2393E-05
1657.018,3.8231E-05
1660.020,4.2854E-05
1663.018,4.4264E-05
1666.358,3.8516E-05
1669.361,3.4716E-05
1672.357,3.1864E-05
1675.357,2.9606E-05
1678.361,2.7778E-05
1681.332,2.6366E-05
1684.342,2.5253E-05
1687.327,2.4295E-05
1690.358,2.3542E-05
1693.332,2.2988E-05
1696.359,2.2481E-05
1699.360,2.2063E-05
1702.330,2.4572E-05
1705.355,3.2298E-05
1708.337,3.8157E-05
1711.332,4.2792E-05
1714.355,4.4341E-05
1717.333,3.9041E-05
1720.357,3.5143E-05
1723.331,3.2207E-05
1726.337,2.9865E-05
1729.331,2.7992E-05
1732.343,2.6566E-05
1735.333,2.5405E-05
1738.358,2.4421E-05
1741.309,2.368E-05
1744.647,2.3031E-05
1747.676,2.2502E-05
1750.675,2.2114E-05
1753.672,2.4398E-05
1756.671,3.2172E-05
1759.650,3.8066E-05
1762.665,4.2719E-05
1765.668,4.4531E-05
1768.668,3.9175E-05
1771.668,3.5288E-05
1774.670,3.2313E-05
1777.668,2.9928E-05
1780.674,2.8077E-05
1783.667,2.6646E-05
1786.666,2.5441E-05
1789.665,2.447E-05
1792.665,2.3744E-05
1795.746,2.3125E-05
1798.667,2.2584E-05
1801.665,2.2202E-05
1804.672,2.3152E-05
1807.666,3.1289E-05
1810.665,3.7375E-05
1813.668,4.2172E-05
1816.650,4.5382E-05
1819.651,3.9784E-05
1822.673,3.5762E-05
1825.686,3.2658E-05
1828.677,3.0196E-05
1831.667,2.8319E-05
1834.628,2.6823E-05
1837.984,2.5448E-05
1840.979,2.4502E-05
1843.967,2.3768E-05
1846.986,2.3113E-05
1849.962,2.2597E-05
1852.966,2.2238E-05
1855.999,2.2951E-05
1858.988,3.1156E-05
1861.996,3.7273E-05
1864.997,4.2083E-05
1867.955,4.5489E-05
1871.297,3.9381E-05
1874.329,3.5459E-05
1877.298,3.239E-05
1880.292,3.0021E-05
1883.301,2.82E-05
1886.299,2.6695E-05
1889.301,2.547E-05
1892.308,2.4557E-05
1895.300,2.3794E-05
1898.282,2.3129E-05
1901.604,2.2599E-05
1904.639,2.2226E-05
1907.644,2.3759E-05
1910.640,3.1725E-05
1913.637,3.7716E-05
1916.647,4.2443E-05
1919.642,4.499E-05
1922.640,3.9585E-05
1925.639,3.5589E-05
1928.639,3.2488E-05
1931.642,3.0131E-05
1934.641,2.8272E-05
1937.962,2.6585E-05
1940.961,2.5426E-05
1943.962,2.4523E-05
1946.964,2.3733E-05
1949.961,2.3104E-05
1952.965,2.2651E-05
1955.967,2.224E-05
1958.960,2.3606E-05
1961.948,3.1613E-05
1964.941,3.7635E-05
1967.963,4.2378E-05
1970.964,4.5045E-05
1973.963,3.9635E-05
1977.300,3.5214E-05
1980.308,3.2235E-05
1983.299,2.9952E-05
1986.303,2.8103E-05
1989.297,2.661E-05
1992.281,2.5474E-05
1995.641,2.4447E-05
1998.641,2.3662E-05
2001.663,2.3091E-05
2004.618,2.2631E-05
2007.631,2.2194E-05
2010.651,2.4429E-05
2013.647,3.2206E-05
2016.639,3.809E-05
2019.630,4.2745E-05
2022.594,4.4588E-05
2025.622,3.9277E-05
2028.624,3.5313E-05
2031.650,3.2339E-05
2034.611,3.0016E-05
2038.278,2.7763E-05
2041.281,2.638E-05
2044.288,2.5289E-05
2047.277,2.4344E-05
2050.303,2.3609E-05
2053.280,2.3062E-05
2056.309,2.2565E-05
2059.277,2.2146E-05
2062.283,2.5249E-05
2065.307,3.2803E-05
2068.266,3.8557E-05
2071.282,4.3116E-05
2074.302,4.4032E-05
2077.279,3.8845E-05
2080.290,3.5015E-05
2083.275,3.2124E-05
2086.279,2.9813E-05
2089.254,2.7972E-05
2092.299,2.6572E-05
2095.298,2.5422E-05
2098.280,2.4447E-05
2101.285,2.3715E-05
2104.279,2.3142E-05
2107.290,2.261E-05
2110.274,2.2206E-05
2113.280,2.4062E-05
2116.281,3.1936E-05
2119.276,3.7881E-05
2122.274,4.2579E-05
2125.290,4.4859E-05
2128.278,3.9423E-05
2131.278,3.5478E-05
2134.275,3.248E-05
2137.272,3.0072E-05
2140.282,2.8197E-05
2143.273,2.6749E-05
2146.272,2.5543E-05
2149.273,2.4554E-05
2152.288,2.3817E-05
2155.282,2.32E-05
2158.285,2.2653E-05
2161.278,2.2262E-05
2164.267,2.276E-05
2167.284,3.1025E-05
2170.278,3.7177E-05
2173.281,4.2018E-05
2176.275,4.5762E-05
2179.274,4.0037E-05
2182.282,3.5957E-05
2185.290,3.2825E-05
2188.251,3.0342E-05
2191.269,2.8431E-05
2194.249,2.6933E-05
2197.247,2.5666E-05
2200.246,2.4674E-05
2203.242,2.392E-05
2206.275,2.326E-05
2209.227,2.2708E-05
2212.261,2.2329E-05
2215.255,2.2176E-05
2218.245,3.0071E-05
2221.273,3.6438E-05
2224.250,4.1426E-05
2227.252,4.5426E-05
2230.285,4.0678E-05
2233.253,3.6454E-05
2236.256,3.318E-05
2239.246,3.0625E-05
2242.248,2.8671E-05
2245.247,2.71E-05
2248.241,2.5791E-05
2251.224,2.4796E-05
2254.591,2.3928E-05
2257.587,2.3242E-05
2260.594,2.2722E-05
2263.584,2.2336E-05
2266.587,2.2119E-05
2269.588,2.9894E-05
2272.584,3.6307E-05
2275.719,4.1324E-05
2278.911,4.5738E-05
2281.908,4.0262E-05
2284.952,3.6115E-05
2287.908,3.2893E-05
2290.908,3.0425E-05
2293.918,2.8518E-05
2297.248,2.6787E-05
2300.251,2.5571E-05
2303.232,2.4637E-05
2306.249,2.3835E-05
2309.247,2.3178E-05
2312.252,2.2698E-05
2315.246,2.2295E-05
2318.262,2.2258E-05
2321.252,3.0503E-05
2324.233,3.6774E-05
2327.253,4.1694E-05
2330.251,4.5644E-05
2333.251,4.0401E-05
2336.256,3.6187E-05
2339.251,3.2956E-05
2342.253,3.0499E-05
2345.252,2.8554E-05
2348.235,2.6955E-05
2351.283,2.5723E-05
2354.250,2.4753E-05
2357.229,2.3908E-05
2360.253,2.3244E-05
2363.254,2.2757E-05
2366.227,2.2313E-05
2369.252,2.2034E-05
2372.230,2.9537E-05
2375.252,3.6033E-05
2378.250,4.1102E-05
2381.225,4.5164E-05
2384.289,4.1029E-05
2387.251,3.6625E-05
2390.258,3.3311E-05
2393.224,3.0781E-05
2396.234,2.8747E-05
2399.226,2.7105E-05
2402.226,2.586E-05
2405.228,2.4836E-05
2408.222,2.396E-05
2411.225,2.3309E-05
2414.228,2.2799E-05
2417.226,2.2323E-05
2420.254,2.196E-05
2423.224,2.85E-05
2426.229,3.5235E-05
2429.225,4.0475E-05
2432.226,4.4656E-05
2435.230,4.1746E-05
2438.228,3.7151E-05
2441.224,3.373E-05
2444.235,3.1104E-05
2447.226,2.8975E-05
2450.225,2.731E-05
2453.227,2.6031E-05
2456.224,2.4952E-05
2459.225,2.4061E-05
2462.230,2.3404E-05
2465.228,2.2855E-05
2468.240,2.2362E-05
2471.225,2.2012E-05
2474.229,2.7494E-05
2477.227,3.4474E-05
2480.225,3.9874E-05
2483.224,4.4172E-05
2486.225,4.2383E-05
2489.226,3.7623E-05
2492.234,3.411E-05
2495.226,3.138E-05
2498.224,2.9188E-05
2501.182,2.7499E-05
2504.563,2.6036E-05
2507.566,2.4925E-05
2510.569,2.4067E-05
2513.540,2.3419E-05
2516.547,2.283E-05
2519.546,2.2351E-05
2522.564,2.2028E-05
2525.562,2.7284E-05
2528.560,3.4311E-05
2531.560,3.9745E-05
2534.547,4.407E-05
2537.909,4.1853E-05
2540.910,3.7264E-05
2543.908,3.3837E-05
2546.908,3.1125E-05
2549.909,2.9E-05
2552.911,2.7374E-05
2555.909,2.6033E-05
2558.911,2.4926E-05
2561.911,2.4092E-05
2564.909,2.3413E-05
2567.888,2.2812E-05
2571.197,2.2323E-05
2574.219,2.1995E-05
2577.535,2.8843E-05
2580.542,3.5496E-05
2583.516,4.0677E-05
2586.516,4.4821E-05
2589.542,4.1362E-05
2592.543,3.6934E-05
2595.540,3.3551E-05
2598.539,3.0884E-05
2601.547,2.8847E-05
2604.522,2.7239E-05
2607.540,2.5893E-05
2610.543,2.4836E-05
2613.535,2.403E-05
2616.540,2.3325E-05
2619.542,2.2744E-05
2622.538,2.2341E-05
2625.539,2.1974E-05
2628.547,2.7798E-05
2631.516,3.4702E-05
2634.512,4.0049E-05
2637.909,4.4737E-05
2640.908,4.1479E-05
2643.911,3.7014E-05
2646.911,3.3583E-05
2649.903,3.0924E-05
2652.915,2.8892E-05
2655.915,2.7246E-05
2658.914,2.5892E-05
2661.913,2.4865E-05
2664.916,2.4034E-05
2667.915,2.3313E-05
2671.200,2.2714E-05
2674.200,2.231E-05
2677.199,2.1923E-05
2680.200,2.8453E-05
2683.201,3.5196E-05
2686.196,4.0448E-05
2689.202,4.4634E-05
2692.205,4.1655E-05
2695.201,3.7125E-05
2698.198,3.3647E-05
2701.149,3.1003E-05
2704.173,2.8949E-05
2707.174,2.726E-05
2710.193,2.5925E-05
2713.198,2.4904E-05
2716.179,2.4028E-05
2719.178,2.3306E-05
2722.200,2.2781E-05
2725.179,2.2336E-05
2728.193,2.1927E-05
2731.172,2.7379E-05
2734.231,3.4385E-05
2737.155,3.9801E-05
2740.185,4.4114E-05
2743.180,4.2431E-05
2746.180,3.7663E-05
2749.182,3.4062E-05
2752.182,3.1343E-05
2755.155,2.9197E-05
2758.154,2.7441E-05
2761.154,2.6089E-05
2764.159,2.5022E-05
2767.154,2.4105E-05
2770.159,2.3385E-05
2773.533,2.285E-05
2776.621,2.2314E-05
2779.988,2.1893E-05
2783.490,2.9798E-05
2786.493,3.6228E-05
2789.485,4.1257E-05
2792.485,4.5291E-05
2795.485,4.0705E-05
2798.486,3.6357E-05
2801.534,3.311E-05
2804.521,3.0598E-05
2807.514,2.856E-05
2810.511,2.6971E-05
2813.520,2.5744E-05
2816.515,2.4697E-05
2819.512,2.3844E-05
2822.517,2.3223E-05
2825.484,2.2687E-05
2828.513,2.2213E-05
2831.513,2.1901E-05
2834.473,2.8823E-05
2837.509,3.5479E-05
2840.512,4.0663E-05
2843.510,4.4811E-05
2846.507,4.1359E-05
2849.511,3.6855E-05
2852.521,3.3507E-05
2855.488,3.0889E-05
2858.508,2.8786E-05
2861.525,2.717E-05
2864.510,2.5888E-05
2867.528,2.4798E-05
2870.510,2.3946E-05
2873.512,2.3306E-05
2876.828,2.2668E-05
2879.822,2.2213E-05
2895.247,2.1911E-05
2898.543,4.0318E-05
2901.479,3.6123E-05
2904.511,3.294E-05
2907.483,3.0398E-05
2910.494,2.843E-05
2913.486,2.6903E-05
2916.489,2.563E-05
2919.487,2.4599E-05
2922.485,2.3827E-05
2925.498,2.3173E-05
2928.482,2.2601E-05
2931.485,2.2197E-05
2934.555,2.1948E-05
2937.820,3.0099E-05
2940.825,3.6457E-05
2943.801,4.1444E-05
2946.820,4.5441E-05
2949.821,4.0502E-05
2952.823,3.6279E-05
2955.820,3.3029E-05
2958.822,3.0466E-05
2961.822,2.8511E-05
2964.809,2.6949E-05
2967.811,2.5645E-05
2970.827,2.4639E-05
2973.825,2.386E-05
2976.805,2.3166E-05
2979.800,2.2617E-05
2982.825,2.2224E-05
2985.826,2.1904E-05
2988.804,2.914E-05
2991.805,3.5725E-05
2994.804,4.086E-05
2997.780,4.4969E-05
3000.900,4.1146E-05
3004.139,3.6344E-05
3007.160,3.305E-05
3010.151,3.0504E-05
3013.153,2.8559E-05
3016.148,2.6959E-05
3019.190,2.5656E-05
3022.484,2.4578E-05
3025.485,2.3785E-05
3028.461,2.3095E-05
3031.485,2.26E-05
3034.474,2.2206E-05
3038.155,2.3249E-05
3041.146,3.1351E-05
3044.128,3.7432E-05
3047.134,4.2217E-05
3050.135,4.5176E-05
3053.151,3.9685E-05
3056.482,3.5229E-05
3059.458,3.2191E-05
3062.456,2.9883E-05
3065.458,2.8034E-05
3068.462,2.6511E-05
3071.459,2.5356E-05
3074.456,2.4426E-05
3077.459,2.362E-05
3080.458,2.299E-05
3083.458,2.253E-05
3086.439,2.2098E-05
3089.457,2.3037E-05
3092.443,3.1205E-05
3095.474,3.7309E-05
3098.494,4.2123E-05
3101.472,4.5286E-05
3104.472,3.9742E-05
3107.471,3.5634E-05
3110.474,3.252E-05
3113.468,3.0143E-05
3116.475,2.8209E-05
3119.481,2.6659E-05
3122.472,2.5485E-05
3125.470,2.4507E-05
3128.470,2.3678E-05
3131.476,2.3062E-05
3134.431,2.2578E-05
3137.471,2.2117E-05
3140.478,2.2065E-05
3143.474,3.0265E-05
3146.470,3.6587E-05
3149.475,4.1545E-05
3152.472,4.5523E-05
3155.471,4.0386E-05
3158.486,3.6112E-05
3161.474,3.2916E-05
3164.476,3.0449E-05
3167.457,2.8434E-05
3171.130,2.657E-05
3174.125,2.541E-05
3177.460,2.4321E-05
3180.467,2.3563E-05
3183.468,2.2992E-05
3186.461,2.2475E-05
3189.461,2.2049E-05
3192.462,2.371E-05
3195.475,3.1681E-05
3198.471,3.7682E-05
3201.480,4.2416E-05
3204.440,4.4873E-05
3207.464,3.9399E-05
3210.497,3.5405E-05
3213.475,3.2394E-05
3216.469,2.9992E-05
3219.439,2.809E-05
3222.436,2.6627E-05
3225.438,2.5436E-05
3228.416,2.4426E-05
3231.421,2.3675E-05
3234.394,2.3078E-05
3237.782,2.247E-05
3240.778,2.2074E-05
3243.773,2.3518E-05
3246.773,3.1545E-05
3249.770,3.7577E-05
3252.776,4.2335E-05
3255.768,4.506E-05
3258.771,3.9527E-05
3261.770,3.5533E-05
3264.767,3.2482E-05
3267.793,3.0034E-05
3271.099,2.7968E-05
3274.093,2.6535E-05
3277.086,2.5324E-05
3280.089,2.4363E-05
3283.090,2.3642E-05
3286.087,2.301E-05
3289.089,2.2475E-05
3292.107,2.2111E-05
3295.100,2.3304E-05
3298.124,3.1391E-05
3301.076,3.746E-05
3304.429,4.2713E-05
3307.427,4.4491E-05
3310.431,3.916E-05
3313.431,3.5273E-05
